Legajo;Genero;Yr_ingreso;Yr_nacimiento;Edad_hoy;Edad_al_ingreso;Cantidad_de_hijos;Distancia_al_trabajo;Trabajo_flexible;Egreso_de_la_empresa;Nivel_formacion
145917;Hombre;2018;1996;23;22;0;21.00;No;Si;Prim inc
145918;Mujer;2018;1983;36;35;0;37.00;Si;No;Uni com
145919;Hombre;2018;1993;26;25;0;41.00;No;Si;Sec com
145920;Hombre;2018;1983;36;35;2;41.00;Si;Si;Sec com
145921;Hombre;2018;1991;28;27;1;23.00;Si;Si;Sec com
145922;Hombre;2018;1984;35;34;3;36.00;No;Si;Prim com
145923;Hombre;2018;1982;37;36;1;33.00;No;Si;Sec com
145924;Mujer;2018;1994;25;24;1;63.00;Si;No;Prim inc
145925;Hombre;2018;1992;27;26;0;7.00;Si;Si;Prim inc
145926;Hombre;2018;1981;38;37;2;46.00;Si;Si;Sec com
145927;Hombre;2018;1992;27;26;0;10.00;No;Si;Uni com
145928;Hombre;2018;1985;34;33;2;8.00;Si;Si;Prim inc
145929;Hombre;2018;1989;30;29;3;60.00;No;Si;Prim inc
145930;Mujer;2018;1993;26;25;3;46.00;Si;No;Uni com
145931;Hombre;2018;1996;23;22;1;62.00;No;Si;Prim com
145932;Mujer;2018;1988;31;30;0;17.00;Si;No;Prim inc
145933;Hombre;2018;1982;37;36;4;31.00;Si;Si;Prim com
145934;Hombre;2018;1993;26;25;0;3.00;Si;Si;Prim com
145935;Mujer;2018;1989;30;29;0;41.00;No;No;Prim inc
145936;Mujer;2018;1983;36;35;2;74.00;No;No;Uni com
145937;Hombre;2018;1984;35;34;1;16.00;No;Si;Sec com
145938;Mujer;2018;1996;23;22;1;48.00;No;No;Prim inc
145939;Mujer;2018;1988;31;30;0;34.00;Si;No;Prim com
145940;Hombre;2018;1988;31;30;2;9.00;Si;Si;Prim com
145941;Hombre;2018;1990;29;28;0;3.00;No;Si;Prim inc
145942;Mujer;2018;1995;24;23;2;24.00;Si;No;Prim inc
145943;Hombre;2018;1993;26;25;0;43.00;Si;Si;Prim inc
145944;Hombre;2018;1990;29;28;3;68.00;No;Si;Sec com
145945;Hombre;2018;1989;30;29;3;37.00;Si;Si;Prim com
145946;Mujer;2018;1984;35;34;1;62.00;Si;No;Uni com
145947;Mujer;2018;1995;24;23;0;16.00;No;Si;Sec com
145948;Hombre;2018;1994;25;24;1;4.00;No;Si;Uni com
145949;Hombre;2018;1994;25;24;0;17.00;Si;Si;Uni com
145950;Mujer;2018;1993;26;25;0;11.00;No;Si;Sec com
145951;Mujer;2018;1994;25;24;1;24.00;No;Si;Prim com
145952;Mujer;2018;1995;24;23;3;39.00;No;No;Prim inc
145953;Mujer;2018;1996;23;22;0;68.00;Si;No;Prim inc
145954;Mujer;2018;1988;31;30;1;12.00;Si;No;Uni com
145955;Mujer;2018;1990;29;28;0;57.00;Si;No;Sec com
145956;Hombre;2018;1986;33;32;0;41.00;Si;Si;Prim inc
145957;Mujer;2018;1995;24;23;1;12.00;No;Si;Uni com
145958;Hombre;2018;1984;35;34;0;20.00;Si;Si;Uni com
145959;Hombre;2018;1990;29;28;0;8.00;No;Si;Uni com
145960;Mujer;2018;1992;27;26;0;11.00;No;Si;Sec com
145961;Mujer;2018;1995;24;23;1;19.00;No;Si;Uni com
145962;Hombre;2018;1990;29;28;0;26.00;Si;Si;Prim com
145963;Hombre;2018;1993;26;25;0;10.00;Si;Si;Prim com
145964;Mujer;2018;1984;35;34;1;42.00;No;No;Prim com
145965;Mujer;2018;1986;33;32;2;15.00;No;Si;Prim com
145966;Hombre;2018;1989;30;29;3;73.00;Si;Si;Sec com
145967;Mujer;2018;1989;30;29;0;63.00;No;No;Prim com
145968;Mujer;2018;1982;37;36;4;27.00;No;Si;Prim com
145969;Mujer;2018;1987;32;31;0;66.00;Si;No;Sec com
145970;Mujer;2018;1991;28;27;1;23.00;No;Si;Sec com
145971;Mujer;2018;1987;32;31;1;50.00;Si;No;Sec com
145972;Hombre;2018;1981;38;37;2;4.00;No;Si;Sec com
145973;Mujer;2018;1995;24;23;0;41.00;Si;No;Prim com
145974;Hombre;2018;1982;37;36;1;49.00;Si;Si;Uni com
145975;Hombre;2018;1981;38;37;3;25.00;Si;Si;Prim com
145976;Hombre;2018;1988;31;30;1;27.00;Si;Si;Sec com
145977;Mujer;2018;1982;37;36;0;71.00;No;Si;Sec com
145978;Hombre;2018;1988;31;30;3;13.00;Si;Si;Uni com
145979;Mujer;2018;1987;32;31;1;47.00;No;Si;Sec com
145980;Mujer;2018;1987;32;31;3;19.00;No;Si;Uni com
145981;Hombre;2018;1985;34;33;0;10.00;Si;Si;Prim inc
145982;Mujer;2018;1982;37;36;0;59.00;No;Si;Prim com
145983;Mujer;2018;1986;33;32;0;56.00;No;No;Uni com
145984;Mujer;2018;1996;23;22;1;32.00;No;Si;Prim com
145985;Mujer;2018;1984;35;34;1;38.00;No;Si;Sec com
145986;Mujer;2018;1994;25;24;0;11.00;Si;No;Prim com
145987;Mujer;2018;1992;27;26;1;47.00;Si;No;Prim com
145988;Hombre;2018;1989;30;29;1;32.00;Si;Si;Prim com
145989;Mujer;2018;1982;37;36;2;47.00;Si;No;Prim inc
145990;Mujer;2018;1982;37;36;2;43.00;Si;No;Uni com
145991;Mujer;2018;1993;26;25;1;42.00;No;No;Prim inc
145992;Hombre;2018;1983;36;35;0;27.00;Si;Si;Sec com
145993;Hombre;2018;1986;33;32;2;5.00;No;Si;Prim inc
145994;Mujer;2018;1992;27;26;0;61.00;No;No;Sec com
145995;Mujer;2018;1986;33;32;0;36.00;Si;No;Prim com
145996;Mujer;2018;1993;26;25;1;47.00;No;No;Prim inc
145997;Hombre;2018;1985;34;33;1;70.00;Si;Si;Sec com
145998;Hombre;2018;1983;36;35;0;15.00;Si;Si;Sec com
145999;Hombre;2018;1984;35;34;1;44.00;No;Si;Prim inc
146000;Hombre;2018;1983;36;35;0;27.00;No;Si;Sec com
146001;Hombre;2018;1987;32;31;2;74.00;Si;Si;Sec com
146002;Hombre;2018;1994;25;24;0;7.00;No;Si;Prim inc
146003;Hombre;2018;1988;31;30;3;54.00;No;No;Prim inc
146004;Mujer;2018;1992;27;26;0;33.00;Si;No;Sec com
146005;Mujer;2018;1986;33;32;2;7.00;No;Si;Uni com
146006;Hombre;2018;1987;32;31;0;31.00;No;Si;Sec com
146007;Hombre;2018;1993;26;25;1;9.00;Si;Si;Sec com
146008;Hombre;2018;1996;23;22;3;5.00;Si;Si;Sec com
146009;Mujer;2018;1990;29;28;1;73.00;Si;No;Uni com
146010;Hombre;2018;1994;25;24;2;24.00;No;Si;Prim com
146011;Mujer;2018;1996;23;22;0;22.00;Si;No;Prim inc
146012;Mujer;2018;1995;24;23;3;8.00;Si;No;Uni com
146013;Hombre;2018;1988;31;30;3;6.00;Si;Si;Prim com
146014;Hombre;2018;1982;37;36;0;29.00;No;Si;Sec com
146015;Mujer;2018;1988;31;30;1;47.00;Si;No;Prim inc
146016;Mujer;2018;1986;33;32;0;6.00;Si;No;Prim inc
146017;Hombre;2018;1993;26;25;1;11.00;No;No;Sec com
146018;Hombre;2018;1993;26;25;2;7.00;No;Si;Prim com
146019;Hombre;2018;1987;32;31;0;70.00;No;No;Prim inc
146020;Mujer;2018;1989;30;29;0;61.00;Si;No;Uni com
146021;Hombre;2018;1981;38;37;3;16.00;Si;Si;Prim inc
146022;Hombre;2018;1994;25;24;1;49.00;No;Si;Sec com
146023;Hombre;2018;1992;27;26;1;5.00;Si;Si;Uni com
146024;Hombre;2018;1995;24;23;0;58.00;No;Si;Uni com
146025;Hombre;2018;1982;37;36;4;16.00;Si;Si;Sec com
146026;Hombre;2018;1984;35;34;1;62.00;No;No;Uni com
146027;Hombre;2018;1990;29;28;3;50.00;Si;Si;Sec com
146028;Mujer;2018;1982;37;36;3;43.00;Si;No;Prim com
146029;Mujer;2018;1992;27;26;0;51.00;Si;No;Prim inc
146030;Hombre;2018;1983;36;35;0;60.00;No;No;Sec com
146031;Hombre;2018;1988;31;30;2;41.00;Si;Si;Prim com
146032;Hombre;2018;1996;23;22;2;3.00;No;Si;Prim inc
146033;Mujer;2018;1983;36;35;1;54.00;Si;Si;Prim com
146034;Mujer;2018;1987;32;31;1;8.00;Si;No;Prim com
146035;Hombre;2018;1982;37;36;0;43.00;No;No;Uni com
146036;Hombre;2018;1983;36;35;2;1.00;No;Si;Prim com
146037;Hombre;2018;1986;33;32;0;44.00;No;Si;Sec com
146038;Mujer;2018;1995;24;23;3;26.00;Si;Si;Prim inc
146039;Hombre;2018;1995;24;23;1;42.00;No;Si;Prim inc
146040;Hombre;2018;1984;35;34;0;13.00;No;Si;Prim inc
146041;Mujer;2018;1992;27;26;0;38.00;Si;Si;Prim com
146042;Mujer;2018;1983;36;35;1;33.00;Si;No;Uni com
146043;Hombre;2018;1986;33;32;0;9.00;Si;Si;Prim inc
146044;Hombre;2018;1984;35;34;0;31.00;No;No;Prim com
146045;Hombre;2018;1982;37;36;4;12.00;No;Si;Uni com
146046;Hombre;2018;1989;30;29;2;14.00;No;No;Sec com
146047;Mujer;2018;1981;38;37;2;43.00;Si;Si;Sec com
146048;Hombre;2018;1987;32;31;3;35.00;No;Si;Prim inc
146049;Mujer;2018;1996;23;22;3;54.00;Si;Si;Prim inc
146050;Hombre;2018;1996;23;22;0;4.00;No;Si;Prim com
146051;Hombre;2018;1991;28;27;1;28.00;No;No;Prim inc
146052;Mujer;2018;1984;35;34;2;54.00;Si;No;Sec com
146053;Mujer;2018;1983;36;35;3;67.00;Si;Si;Uni com
146054;Mujer;2018;1983;36;35;3;47.00;Si;Si;Uni com
146055;Hombre;2018;1993;26;25;1;15.00;No;No;Prim com
146056;Mujer;2018;1987;32;31;2;70.00;Si;No;Prim inc
146057;Mujer;2018;1995;24;23;0;44.00;Si;Si;Sec com
146058;Mujer;2018;1986;33;32;2;63.00;Si;Si;Sec com
146059;Hombre;2018;1996;23;22;3;33.00;No;Si;Sec com
146060;Hombre;2018;1984;35;34;2;57.00;No;No;Sec com
146061;Mujer;2018;1994;25;24;1;55.00;Si;Si;Prim com
146062;Mujer;2018;1993;26;25;0;13.00;Si;Si;Prim inc
146063;Hombre;2018;1988;31;30;0;65.00;No;No;Prim com
146064;Hombre;2018;1994;25;24;1;32.00;Si;Si;Prim inc
146065;Hombre;2018;1993;26;25;0;68.00;Si;Si;Prim com
146066;Hombre;2018;1993;26;25;1;68.00;No;No;Sec com
146067;Hombre;2018;1992;27;26;2;60.00;Si;Si;Prim inc
146068;Hombre;2018;1988;31;30;0;2.00;Si;Si;Prim inc
146069;Mujer;2018;1993;26;25;3;6.00;Si;No;Prim com
146070;Hombre;2018;1993;26;25;0;56.00;No;Si;Sec com
146071;Hombre;2018;1983;36;35;1;61.00;No;Si;Prim com
146072;Hombre;2018;1995;24;23;1;48.00;No;Si;Uni com
146073;Hombre;2018;1992;27;26;1;19.00;No;Si;Sec com
146074;Hombre;2018;1996;23;22;0;8.00;No;Si;Sec com
146075;Hombre;2018;1992;27;26;3;11.00;No;Si;Prim inc
146076;Hombre;2018;1992;27;26;0;55.00;No;Si;Sec com
146077;Hombre;2018;1988;31;30;2;4.00;No;Si;Prim com
146078;Hombre;2018;1995;24;23;0;62.00;No;Si;Uni com
146079;Hombre;2018;1987;32;31;2;4.00;Si;Si;Sec com
146080;Mujer;2018;1987;32;31;0;52.00;Si;No;Prim inc
146081;Hombre;2018;1984;35;34;1;24.00;No;No;Prim inc
146082;Hombre;2018;1982;37;36;1;50.00;Si;Si;Uni com
146083;Hombre;2018;1992;27;26;0;44.00;Si;Si;Prim com
146084;Mujer;2018;1982;37;36;0;75.00;Si;No;Uni com
146085;Mujer;2018;1991;28;27;0;60.00;Si;No;Uni com
146086;Hombre;2018;1994;25;24;3;60.00;No;No;Prim com
146087;Hombre;2018;1984;35;34;2;50.00;No;No;Sec com
146088;Mujer;2018;1987;32;31;0;36.00;Si;No;Sec com
146089;Mujer;2018;1986;33;32;0;14.00;Si;No;Prim com
146090;Hombre;2018;1985;34;33;0;55.00;Si;Si;Sec com
146091;Mujer;2018;1986;33;32;2;32.00;No;No;Sec com
146092;Hombre;2018;1981;38;37;3;64.00;Si;Si;Sec com
146093;Hombre;2018;1986;33;32;2;37.00;Si;Si;Sec com
146094;Mujer;2018;1984;35;34;3;7.00;No;No;Prim inc
146095;Hombre;2018;1984;35;34;0;15.00;No;Si;Sec com
146096;Mujer;2018;1994;25;24;0;15.00;No;No;Uni com
146097;Hombre;2018;1982;37;36;2;70.00;Si;Si;Prim com
146098;Hombre;2018;1985;34;33;0;30.00;Si;Si;Sec com
146099;Mujer;2018;1989;30;29;0;12.00;Si;No;Prim inc
146100;Mujer;2018;1984;35;34;0;61.00;No;No;Prim com
146101;Hombre;2018;1990;29;28;3;37.00;Si;Si;Uni com
146102;Mujer;2018;1983;36;35;0;25.00;No;Si;Sec com
146103;Hombre;2018;1991;28;27;1;40.00;Si;Si;Uni com
146104;Mujer;2018;1983;36;35;0;52.00;Si;No;Uni com
146105;Mujer;2018;1983;36;35;0;47.00;No;Si;Prim com
146106;Mujer;2018;1984;35;34;0;40.00;Si;No;Prim com
146107;Mujer;2018;1988;31;30;1;36.00;No;Si;Sec com
146108;Mujer;2018;1985;34;33;2;60.00;No;Si;Sec com
146109;Hombre;2018;1995;24;23;0;6.00;No;Si;Prim com
146110;Hombre;2018;1982;37;36;1;39.00;Si;Si;Sec com
146111;Hombre;2018;1985;34;33;3;7.00;Si;Si;Uni com
146112;Mujer;2018;1986;33;32;0;26.00;No;Si;Prim com
146113;Mujer;2018;1986;33;32;0;52.00;Si;No;Uni com
146114;Mujer;2018;1983;36;35;1;20.00;No;No;Uni com
146115;Hombre;2018;1992;27;26;3;25.00;Si;Si;Sec com
146116;Mujer;2018;1996;23;22;1;27.00;Si;No;Sec com
146117;Mujer;2018;1988;31;30;0;26.00;No;No;Prim inc
146118;Mujer;2018;1982;37;36;2;45.00;Si;No;Sec com
146119;Mujer;2018;1992;27;26;0;35.00;Si;No;Prim inc
146120;Hombre;2018;1983;36;35;3;60.00;Si;Si;Prim com
146121;Mujer;2018;1996;23;22;1;62.00;No;No;Prim inc
146122;Mujer;2018;1996;23;22;0;62.00;Si;No;Uni com
146123;Hombre;2018;1987;32;31;1;20.00;Si;No;Prim com
146124;Hombre;2018;1991;28;27;0;33.00;Si;Si;Uni com
146125;Hombre;2018;1983;36;35;0;6.00;No;Si;Prim com
146126;Hombre;2018;1989;30;29;3;69.00;Si;Si;Uni com
146127;Hombre;2018;1987;32;31;1;43.00;Si;Si;Sec com
146128;Hombre;2018;1995;24;23;0;33.00;Si;No;Sec com
146129;Hombre;2018;1985;34;33;0;53.00;Si;Si;Prim inc
146130;Hombre;2018;1995;24;23;2;10.00;No;Si;Uni com
146131;Mujer;2018;1982;37;36;2;56.00;No;Si;Sec com
146132;Mujer;2018;1991;28;27;0;35.00;No;Si;Prim inc
146133;Hombre;2018;1993;26;25;0;26.00;Si;No;Uni com
146134;Hombre;2018;1986;33;32;0;38.00;Si;No;Prim com
146135;Hombre;2018;1990;29;28;0;60.00;Si;No;Prim inc
146136;Hombre;2018;1991;28;27;1;17.00;Si;No;Prim inc
146137;Hombre;2018;1992;27;26;1;1.00;Si;Si;Prim com
146138;Hombre;2018;1991;28;27;0;70.00;Si;No;Prim com
146139;Hombre;2018;1994;25;24;0;47.00;Si;No;Prim com
146140;Mujer;2018;1985;34;33;3;55.00;No;Si;Sec com
146141;Hombre;2018;1990;29;28;1;55.00;Si;No;Prim inc
146142;Mujer;2018;1988;31;30;0;40.00;No;No;Sec com
146143;Mujer;2018;1991;28;27;1;22.00;No;Si;Uni com
146144;Mujer;2018;1990;29;28;1;19.00;No;No;Sec com
146145;Mujer;2018;1992;27;26;0;52.00;No;No;Uni com
146146;Hombre;2018;1993;26;25;3;44.00;Si;Si;Prim inc
146147;Mujer;2018;1994;25;24;1;51.00;No;Si;Prim inc
146148;Hombre;2018;1982;37;36;2;72.00;Si;Si;Prim com
146149;Hombre;2018;1985;34;33;0;1.00;No;Si;Prim inc
146150;Hombre;2018;1988;31;30;3;67.00;Si;Si;Uni com
146151;Hombre;2018;1986;33;32;1;12.00;Si;Si;Prim inc
146152;Hombre;2018;1983;36;35;1;68.00;Si;Si;Prim inc
146153;Hombre;2018;1982;37;36;2;25.00;Si;Si;Uni com
146154;Hombre;2018;1990;29;28;0;68.00;Si;No;Prim com
146155;Hombre;2018;1990;29;28;0;21.00;Si;No;Sec com
146156;Mujer;2018;1990;29;28;0;61.00;No;Si;Sec com
146157;Hombre;2018;1991;28;27;3;54.00;Si;No;Uni com
146158;Mujer;2018;1984;35;34;3;44.00;No;No;Sec com
146159;Hombre;2018;1983;36;35;0;21.00;Si;No;Uni com
146160;Hombre;2018;1983;36;35;1;20.00;Si;Si;Prim inc
146161;Mujer;2018;1993;26;25;0;31.00;No;Si;Prim inc
146162;Mujer;2018;1988;31;30;0;13.00;No;Si;Uni com
146163;Hombre;2018;1985;34;33;0;2.00;Si;Si;Prim inc
146164;Mujer;2018;1986;33;32;0;48.00;No;Si;Prim inc
146165;Hombre;2018;1986;33;32;0;45.00;Si;Si;Prim com
146166;Mujer;2018;1993;26;25;2;46.00;No;No;Sec com
146167;Hombre;2018;1993;26;25;0;57.00;Si;No;Prim com
146168;Mujer;2018;1984;35;34;3;10.00;No;No;Uni com
146169;Hombre;2018;1993;26;25;1;63.00;Si;No;Uni com
146170;Hombre;2018;1994;25;24;1;35.00;No;Si;Sec com
146171;Mujer;2018;1990;29;28;0;65.00;No;No;Prim com
146172;Hombre;2018;1981;38;37;4;33.00;No;Si;Prim inc
146173;Hombre;2018;1981;38;37;2;4.00;No;Si;Prim com
146174;Hombre;2018;1982;37;36;2;9.00;Si;Si;Prim inc
146175;Hombre;2018;1988;31;30;2;40.00;Si;No;Uni com
146176;Hombre;2018;1995;24;23;0;46.00;Si;No;Prim inc
146177;Mujer;2018;1981;38;37;4;75.00;No;No;Prim com
146178;Hombre;2018;1989;30;29;0;65.00;Si;No;Prim com
146179;Mujer;2018;1988;31;30;0;70.00;No;No;Prim inc
146180;Hombre;2018;1988;31;30;0;32.00;No;Si;Uni com
146181;Mujer;2018;1993;26;25;2;4.00;Si;No;Uni com
146182;Hombre;2018;1983;36;35;1;19.00;Si;Si;Prim inc
146183;Hombre;2018;1990;29;28;1;32.00;No;Si;Sec com
146184;Hombre;2018;1988;31;30;0;73.00;Si;No;Uni com
146185;Hombre;2018;1982;37;36;4;52.00;Si;Si;Sec com
146186;Hombre;2018;1984;35;34;0;49.00;Si;No;Sec com
146187;Hombre;2018;1987;32;31;2;12.00;Si;No;Prim com
146188;Hombre;2018;1987;32;31;0;35.00;No;Si;Uni com
146189;Hombre;2018;1988;31;30;1;51.00;No;Si;Sec com
146190;Hombre;2018;1994;25;24;0;5.00;Si;Si;Prim com
146191;Hombre;2018;1995;24;23;2;60.00;Si;No;Sec com
146192;Hombre;2018;1984;35;34;1;37.00;No;Si;Prim inc
146193;Hombre;2018;1992;27;26;1;19.00;No;Si;Prim inc
146194;Hombre;2018;1988;31;30;3;9.00;Si;No;Uni com
146195;Hombre;2018;1991;28;27;1;13.00;Si;Si;Sec com
146196;Mujer;2018;1993;26;25;0;70.00;No;No;Prim inc
146197;Hombre;2018;1985;34;33;1;68.00;No;Si;Sec com
146198;Hombre;2018;1984;35;34;1;67.00;Si;Si;Prim inc
146199;Hombre;2018;1994;25;24;1;15.00;No;Si;Prim com
146200;Hombre;2018;1991;28;27;3;39.00;Si;Si;Sec com
146201;Mujer;2018;1981;38;37;1;59.00;No;No;Prim inc
146202;Hombre;2018;1991;28;27;1;15.00;Si;Si;Prim inc
146203;Hombre;2018;1990;29;28;1;49.00;Si;Si;Prim inc
146204;Hombre;2018;1993;26;25;1;32.00;No;Si;Prim inc
146205;Hombre;2018;1988;31;30;2;18.00;Si;Si;Uni com
146206;Hombre;2018;1993;26;25;0;60.00;No;No;Prim inc
146207;Hombre;2018;1991;28;27;0;16.00;No;Si;Prim inc
146208;Hombre;2018;1990;29;28;0;16.00;No;No;Prim com
146209;Mujer;2018;1996;23;22;3;51.00;No;Si;Uni com
146210;Hombre;2018;1996;23;22;0;46.00;Si;No;Uni com
146211;Hombre;2018;1992;27;26;0;66.00;Si;No;Uni com
146212;Hombre;2018;1983;36;35;0;68.00;Si;No;Sec com
146213;Hombre;2018;1990;29;28;0;32.00;No;No;Sec com
146214;Hombre;2018;1987;32;31;3;7.00;No;No;Prim com
146215;Hombre;2018;1982;37;36;1;12.00;Si;Si;Sec com
146216;Hombre;2018;1990;29;28;2;39.00;No;No;Sec com
146217;Mujer;2018;1994;25;24;0;28.00;No;Si;Uni com
146218;Hombre;2018;1984;35;34;0;4.00;Si;Si;Prim inc
146219;Mujer;2018;1989;30;29;2;4.00;Si;No;Sec com
146220;Hombre;2018;1990;29;28;0;37.00;Si;No;Uni com
146221;Mujer;2018;1989;30;29;0;2.00;Si;No;Uni com
146222;Hombre;2018;1987;32;31;3;28.00;Si;No;Prim inc
146223;Mujer;2018;1989;30;29;0;74.00;No;Si;Uni com
146224;Hombre;2018;1990;29;28;2;26.00;No;No;Prim inc
146225;Hombre;2018;1981;38;37;2;67.00;No;No;Prim com
146226;Hombre;2018;1992;27;26;3;40.00;No;No;Prim inc
146227;Hombre;2018;1996;23;22;0;30.00;No;No;Prim com
146228;Mujer;2018;1987;32;31;1;45.00;No;Si;Prim com
146229;Hombre;2018;1992;27;26;0;75.00;No;No;Prim com
146230;Mujer;2018;1991;28;27;3;9.00;Si;No;Prim com
146231;Mujer;2018;1989;30;29;0;45.00;No;Si;Sec com
146232;Hombre;2018;1987;32;31;2;52.00;No;No;Sec com
146233;Mujer;2018;1987;32;31;2;74.00;No;Si;Prim inc
146234;Hombre;2018;1991;28;27;2;19.00;Si;Si;Prim inc
146235;Hombre;2018;1982;37;36;2;7.00;No;Si;Prim com
146236;Hombre;2018;1981;38;37;1;41.00;No;No;Uni com
146237;Hombre;2018;1988;31;30;3;57.00;Si;Si;Uni com
146238;Mujer;2018;1983;36;35;0;57.00;No;Si;Prim inc
146239;Mujer;2018;1996;23;22;0;63.00;No;Si;Uni com
146240;Mujer;2018;1984;35;34;2;15.00;No;Si;Uni com
146241;Hombre;2018;1995;24;23;0;12.00;Si;Si;Prim inc
146242;Mujer;2018;1992;27;26;1;18.00;No;Si;Sec com
146243;Mujer;2018;1994;25;24;0;74.00;Si;No;Prim com
146244;Mujer;2018;1991;28;27;3;1.00;Si;No;Prim com
146245;Mujer;2018;1993;26;25;1;15.00;No;Si;Uni com
146246;Hombre;2018;1986;33;32;3;3.00;No;No;Uni com
146247;Mujer;2018;1996;23;22;0;58.00;No;Si;Prim inc
146248;Mujer;2018;1995;24;23;1;45.00;Si;No;Uni com
146249;Mujer;2018;1989;30;29;2;47.00;Si;No;Prim com
146250;Mujer;2018;1994;25;24;0;38.00;Si;No;Sec com
146251;Hombre;2018;1991;28;27;0;11.00;No;Si;Prim inc
146252;Hombre;2018;1991;28;27;3;39.00;Si;Si;Prim inc
146253;Mujer;2018;1991;28;27;0;66.00;Si;No;Prim com
146254;Mujer;2018;1991;28;27;1;52.00;Si;Si;Uni com
146255;Hombre;2018;1996;23;22;0;42.00;No;Si;Sec com
146256;Hombre;2018;1991;28;27;1;43.00;No;Si;Sec com
146257;Mujer;2018;1995;24;23;3;17.00;Si;No;Prim com
146258;Hombre;2018;1995;24;23;0;42.00;No;No;Uni com
146259;Hombre;2018;1983;36;35;3;10.00;No;Si;Sec com
146260;Mujer;2018;1988;31;30;2;44.00;Si;Si;Prim inc
146261;Hombre;2018;1994;25;24;0;12.00;No;No;Sec com
146262;Hombre;2018;1996;23;22;0;65.00;No;Si;Prim com
146263;Hombre;2018;1982;37;36;3;33.00;No;Si;Sec com
146264;Hombre;2018;1987;32;31;0;52.00;No;No;Uni com
146265;Hombre;2018;1994;25;24;1;71.00;No;No;Prim inc
146266;Mujer;2018;1990;29;28;2;62.00;Si;No;Prim com
146267;Mujer;2018;1986;33;32;2;12.00;Si;Si;Sec com
146268;Mujer;2018;1991;28;27;1;75.00;Si;Si;Sec com
146269;Mujer;2018;1990;29;28;1;15.00;Si;No;Sec com
146270;Hombre;2018;1992;27;26;0;40.00;No;No;Sec com
146271;Hombre;2018;1986;33;32;1;65.00;No;Si;Uni com
146272;Mujer;2018;1992;27;26;0;44.00;No;No;Uni com
146273;Mujer;2018;1990;29;28;1;54.00;No;No;Sec com
146274;Mujer;2018;1995;24;23;0;16.00;Si;Si;Uni com
146275;Mujer;2018;1982;37;36;0;14.00;Si;No;Prim inc
146276;Mujer;2018;1995;24;23;1;75.00;Si;Si;Prim inc
146277;Hombre;2018;1983;36;35;3;43.00;No;Si;Prim com
146278;Hombre;2018;1981;38;37;1;7.00;No;Si;Sec com
146279;Mujer;2018;1988;31;30;0;67.00;Si;Si;Prim com
146280;Hombre;2018;1981;38;37;0;69.00;No;Si;Sec com
146281;Hombre;2018;1981;38;37;0;67.00;No;Si;Uni com
146282;Mujer;2018;1986;33;32;0;46.00;No;No;Prim inc
146283;Hombre;2018;1984;35;34;0;8.00;No;Si;Sec com
146284;Hombre;2018;1982;37;36;1;23.00;No;Si;Uni com
146285;Mujer;2018;1993;26;25;2;70.00;Si;Si;Sec com
146286;Mujer;2018;1988;31;30;2;21.00;No;No;Prim inc
146287;Mujer;2018;1987;32;31;0;62.00;No;No;Prim inc
146288;Mujer;2018;1986;33;32;2;71.00;Si;Si;Prim inc
146289;Hombre;2018;1989;30;29;1;25.00;No;Si;Sec com
146290;Hombre;2018;1989;30;29;2;38.00;No;Si;Prim com
146291;Mujer;2018;1983;36;35;2;69.00;Si;Si;Prim com
146292;Hombre;2018;1991;28;27;1;69.00;No;Si;Prim inc
146293;Hombre;2018;1993;26;25;1;23.00;No;Si;Uni com
146294;Mujer;2018;1990;29;28;2;74.00;Si;Si;Uni com
146295;Hombre;2018;1990;29;28;0;9.00;No;Si;Prim inc
146296;Mujer;2018;1994;25;24;0;35.00;No;No;Prim com
146297;Hombre;2018;1981;38;37;0;71.00;No;Si;Sec com
146298;Mujer;2018;1985;34;33;0;43.00;No;No;Prim inc
146299;Hombre;2018;1985;34;33;0;35.00;Si;Si;Prim inc
146300;Mujer;2018;1992;27;26;1;64.00;No;No;Uni com
146301;Hombre;2018;1987;32;31;2;6.00;No;Si;Prim com
146302;Hombre;2018;1983;36;35;2;52.00;Si;Si;Prim inc
146303;Hombre;2018;1990;29;28;0;74.00;Si;Si;Uni com
146304;Mujer;2018;1993;26;25;0;50.00;No;Si;Sec com
146305;Mujer;2018;1982;37;36;0;67.00;No;Si;Prim inc
146306;Mujer;2018;1987;32;31;1;20.00;Si;No;Prim com
146307;Mujer;2018;1994;25;24;3;59.00;No;No;Uni com
146308;Hombre;2018;1987;32;31;0;28.00;Si;Si;Prim com
146309;Mujer;2018;1995;24;23;3;21.00;Si;No;Sec com
146310;Hombre;2018;1995;24;23;0;14.00;Si;Si;Sec com
146311;Mujer;2018;1984;35;34;0;32.00;No;No;Prim com
146312;Mujer;2018;1985;34;33;1;50.00;No;No;Uni com
146313;Mujer;2018;1991;28;27;0;57.00;No;Si;Sec com
146314;Hombre;2018;1986;33;32;0;19.00;Si;Si;Sec com
146315;Mujer;2018;1982;37;36;2;66.00;Si;No;Prim com
146316;Mujer;2018;1982;37;36;4;53.00;No;Si;Uni com
146317;Mujer;2018;1990;29;28;0;7.00;Si;No;Uni com
146318;Mujer;2018;1982;37;36;2;6.00;Si;No;Uni com
146319;Hombre;2018;1985;34;33;3;31.00;Si;Si;Sec com
146320;Mujer;2018;1983;36;35;1;64.00;Si;No;Prim inc
